Material,SMILES,Type,PL
TBSA,CC(C)(C)C1=CC2=C(C=C1)C1=C(C=C(C=C1)C(C)(C)C)C21C2=C(C=CC=C2)C2=C1C=C(C=C2)C1=C2C=CC=CC2=C(C2=CC3=C(C=C2)C2=C(C=CC=C2)C32C3=C(C=CC(=C3)C(C)(C)C)C3=C2C=C(C=C3)C(C)(C)C)C2=C1C=CC=C2,Hydrocarbon,443.0
BNDA,CC1=CC(=C(C)C=C1C1=CC2=C(C=CC=C2)C=C1)C1=C2C=CC=CC2=C(C2=C(C)C=C(C(C)=C2)C2=CC3=C(C=CC=C3)C=C2)C2=C1C=CC=C2,Hydrocarbon,408.0
BDPA,CC1=CC(=C(C)C=C1C1=CC=CC=C1)C1=C2C=CC=CC2=C(C2=C(C)C=C(C(C)=C2)C2=CC=CC=C2)C2=C1C=CC=C2,Hydrocarbon,411.0
Pyrene1,C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C4C5=C1C=CC6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C(C=C4)=C56,Hydrocarbon,472.0
Pyrene2,FC(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=C4C5=C3C=CC6=CC=C(N(C7=CC=CC=C7)C8=CC=C(F)C=C8)C(C=C4)=C56,Hydrocarbon,470.0
Pyrene3,N#CC(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=C4C5=C3C=CC6=CC=C(N(C7=CC=CC=C7)C8=CC=C(C#N)C=C8)C(C=C4)=C56,Hydrocarbon,454.0
Pyrene4,CC(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=C4C5=C3C=CC6=CC=C(N(C7=CC=CC=C7)C8=CC=C(C)C=C8)C(C=C4)=C56,Hydrocarbon,484.0
Pyrene5,CC(C)(C)C(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=C4C=CC5=C(C4=C3C=C6)C6=CC=C5N(C7=CC=CC=C7)C8=CC=C(C(C)(C)C)C=C8,Hydrocarbon,481.0
Pyrene6,COC(C=C1)=CC=C1N(C2=CC=CC=C2)C3=CC=C4C5=C3C=CC6=CC=C(N(C7=CC=CC=C7)C8=CC=C(OC)C=C8)C(C=C4)=C56,Hydrocarbon,513.0
Pyrene7,C1(N(C2=CC=CC=C2)C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C6C7=C1C=CC8=CC=C(N(C9=CC=CC=C9)C%10=CC=C(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C%10)C(C=C6)=C78,Hydrocarbon,600.0
2Me-TPPDA,CC1=C(C=CC=C1)N(C1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3N(C1=C(C)C=CC=C1)C1=C(C)C=CC=C1)C1=C(C)C=CC=C1,Hydrocarbon,452.0
1Me-1BuTPPDA,CC1=C(C=CC=C1)N(C1=CC=C(C=C1)C(C)(C)C)C1=CC=C2C=CC3=C4C(C=CC1=C24)=CC=C3N(C1=CC=C(C=C1)C(C)(C)C)C1=C(C)C=CC=C1,Hydrocarbon,462.0
BPPyA,CC1=CC(N(C2=C3OC4=C(C=CC=C4)C3=CC=C2)C2=CC=C3C=CC4=C5C(C=CC2=C35)=CC=C4N(C2=C3OC4=C(C=CC=C4)C3=CC=C2)C2=C(C)C=CC(C)=C2)=C(C)C=C1,Hydrocarbon,458.0
1_2,C1=CC=C(C=C1)C1=CC2=CC3=CC=CC4=C3C3=C2C2=C1C=CC=C2C=C3C=C4C1=CC=CC=C1,Hydrocarbon,442.0
DBP,C1=CC=C(C=C1)C1=C2C=CC=CC2=C(C2=C1C1=CC=C3C4=CC=C5C6=C(C=CC(C7=CC=C2C1=C37)=C46)C1=C5C(C2=CC=CC=C2)=C2C=CC=CC2=C1C1=CC=CC=C1)C1=CC=CC=C1,Hydrocarbon,603.0
BD-6DPA,C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=CC=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,478.0
BD-6NPA,C1=CC=C(C=C1)N(C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC4=C(C=CC=C4)C=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2)C1=CC2=C(C=CC=C2)C=C1,Hydrocarbon,464.0
BD-6MDPA,CC1=CC(=CC=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=CC(C)=C3)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,468.0
BD-6TMSA,C[Si](C)(C)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=C1)C1=C(C=C(N(C3=CC=CC=C3)C3=CC=C(C=C3)[Si](C)(C)C)C3=C1C=CC=C3)C21C2=CC=CC=C2C2=C1C=CC=C2,Hydrocarbon,459.0
DSX-IF,O1C2=C(C=CC=C2)C2(C3=CC4=C(C=C3C3=C2C=CC=C3)C2(C3=CC=CC=C43)C3=C(OC4=C2C=CC=C4)C=CC=C3)C2=C1C=CC=C2,Hydrocarbon,347.0
Chr1,C1(C2=CC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2)=C(C=CC5=C6C=CC7=C5C=CC=C7C8=CC(C9=CC=CC=C9)=CC(C%10=CC=CC=C%10)=C8)C6=CC=C1,Hydrocarbon,400.0
Chr2,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(C5=CC=C(C6=CC(C7=CC=CC=C7)=CC(C8=CC=CC=C8)=C6)C=C5)=C3)C=C2C9=CC=C(C%10=CC(C%11=CC=CC=C%11)=CC(C%12=CC=CC=C%12)=C%10)C=C9,Hydrocarbon,415.0
Chr3,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(N(C5=CC=CC=C5)C6=CC=CC=C6)=C3)C=C2N(C7=CC=CC=C7)C8=CC=CC=C8,Hydrocarbon,455.0
Chr4,C12=CC=CC=C1C3=C(C(C=CC=C4)=C4C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C3)C=C2C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8,Hydrocarbon,450.0
Quino1,C12=NC=CN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C2C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6,Quinoxaline,544.0
Quino2,C12=NC=CN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C6C(C=CC=C6)=C2C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7,Quinoxaline,575.0
Quino3,C1(C=CC=C2)=C2N=C(C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=C6C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C6=N1,Quinoxaline,627.0
Quino4,CCN1C2=C(C=CC=C2)C3=C1C=CC(C4=CC=C(C5=CC=C(N(CC)C6=C7C=CC=C6)C7=C5)C8=NC=CN=C84)=C3,Quinoxaline,540.0
Quino5,C12=NC=CN=C1C(C3=CC=CS3)=CC=C2C4=CC=CS4,Quinoxaline,550.0
Quino6,CCN1C2=C(C=CC=C2)C3=C1C=CC(C(S4)=CC=C4C5=CC=C(C6=CC=C(C7=CC(C(C=CC=C8)=C8N9CC)=C9C=C7)S6)C%10=NC=CN=C%105)=C3,Quinoxaline,640.0
Quino7,CCN1C2=C(C=CC=C2)C3=C1C=CC(/C=C/C(S4)=CC=C4C5=CC=C(C6=CC=C(/C=C/C7=CC(C(C=CC=C8)=C8N9CC)=C9C=C7)S6)C%10=NC=CN=C%105)=C3,Quinoxaline,570.0
Quino8,CC(C1=C2C=CC=C1)(C)C3=C(C=CC=C3)N2C4=CC=C(N5C(C=CC=C6)=C6C(C)(C)C7=C5C=CC=C7)C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N=C84,Quinoxaline,603.0
Quino9,CC(C)(C)C(C=C1)=CC2=C1N(C3=C2C=C(C(C)(C)C)C=C3)C4=CC=C(N5C6=C(C7=C5C=CC(C(C)(C)C)=C7)C=C(C(C)(C)C)C=C6)C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N=C84,Quinoxaline,557.0
Quino10,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C(N4C5=C(C6=C4C=CC=C6)C=CC=C5)=CC=C7N8C9=C(C%10=C8C=CC=C%10)C=CC=C9)C7=N1,Quinoxaline,537.0
Quino11,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C(C4=CC=C(N5C6=CC=CC=C6C7=C5C=CC=C7)C=C4)=CC=C8C9=CC=C(N%10C%11=CC=CC=C%11C%12=C%10C=CC=C%12)C=C9)C8=N1,Quinoxaline,502.0
Quino12,C1(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C(C=CC(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)=C7)C7=N1,Quinoxaline,575.0
Quino13,C1(C2=C3C(C=CC=C34)=CC=C2)=C4N=C(C=CC(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8)C8=N1,Quinoxaline,575.0
Quino14,C1(C(C=CC=C2)=C2C3=C4C=CC=C3)=C4N=C(C=CC(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C8)C8=N1,Quinoxaline,540.0
Quino15,C1(C2=C3C4=C5C=CC=C4C=CC3=CC=C2)=C5N=C(C=CC(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C9)C9=N1,Quinoxaline,525.0
Quino16,CC1(C)C2=CC(C3=C(N=CC=N4)C4=C(C5=CC=C(C6=CC=CC=C6C7(C)C)C7=C5)C=C3)=CC=C2C8=CC=CC=C81,Quinoxaline,486.0
BBTD1,CC(C)OC(C=C1)=CC=C1C2=C3C(N=S=N3)=C(C4=CC=C(OC(C)C)C=C4)C5=NSN=C52,BBTD,768.0
BBTD2,CC(C)SC(C=C1)=CC=C1C2=C3C(N=S=N3)=C(C4=CC=C(SC(C)C)C=C4)C5=NSN=C52,BBTD,769.0
BBTD3,CC(C1=C2C=CC=C1)(C)C3=C2C=CC(C4=C(N=S=N5)C5=C(C6=CC=C(C(C=CC=C7)=C7C8(C)C)C8=C6)C9=NSN=C94)=C3,BBTD,765.0
BBTD4,C12=NSN=C1C(C3=CC=C(OC4=CC=CC=C4)C=C3)=C(N=S=N5)C5=C2C6=CC=C(OC7=CC=CC=C7)C=C6,BBTD,728.0
BBTD5,C12=NSN=C1C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(N=S=N6)C6=C2C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7,BBTD,850.0
BBTD6,C12=NSN=C1C(C3=CC4=C(C=C3)C5=C(C=CC=C5)O4)=C(N=S=N6)C6=C2C(C=C7)=CC8=C7C(C=CC=C9)=C9O8,BBTD,740.0
BBTD7,C12=NSN=C1C(C3=CC=C(C=C3)N4C5=C(C6=C4C=CC=C6)C=CC=C5)=C(N=S=N7)C7=C2C8=CC=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)C=C8,BBTD,762.0
BBTD8,C12=NSN=C1C(C(C=C3)=CC4=C3OC5=C4C=CC=C5)=C(N=S=N6)C6=C2C(C=C7)=CC8=C7OC9=C8C=CC=C9,BBTD,727.0
BBTD9,C12=NSN=C1C(C(C=C3)=CC4=C3N(C5=CC=CC=C5)C6=C4C=CC=C6)=C(N=S=N7)C7=C2C(C=C8)=CC9=C8N(C%10=CC=CC=C%10)C%11=C9C=CC=C%11,BBTD,809.0
BBTD10,CC(C1=C2C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C1)(C)C5=C2C=CC(C6=C(N=S=N7)C7=C(C8=CC=C(C(C=CC(N(C9=CC=CC=C9)C%10=CC=CC=C%10)=C%11)=C%11C%12(C)C)C%12=C8)C%13=NSN=C%136)=C5,BBTD,780.0
BBTD11,CC(C1=C2C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C1)(C)C5=C2C=CC(C6=C(N=S=N7)C7=C(C8=CC=C(C(C=CC(N(C9=CC=CC=C9)C%10=CC=CC=C%10)=C%11)=C%11C%12(C)C)C%12=C8)C%13=NSN=C%136)=C5,BBTD,818.0
